staffel_id,verband,gebiet,ligastufe,spielklasse,staffel,mannschaften,spiele_gesamt,tore_gesamt,punkte_gesamt,tabellenfuehrer,tabellenfuehrer_punkte,quelle
031CE8KQ74000004VS5489BUVUR5FS5A-G,Sachsen-Anhalt,Kreis Harz,10,Kreisliga,Harzliga  1,14,6,28,18,SV Empor Dedeleben,3,fussball.de
031CE86DI0000004VS5489BTVUS470OH-G,Sachsen-Anhalt,Kreis Harz,10,Kreisliga,Harzliga  2,14,5,27,14,Germania Wernigerode II,3,fussball.de
031AGJD21O000006VS5489BTVSK8S3O6-G,Sachsen-Anhalt,Kreis Jerichower Land,10,Kreisliga,Kreisliga · Kreis Jerichower Land,11,5,21,15,SV Eintracht Hohenwarthe II,3,fussball.de
031ASAFN10000000VS5489BTVSK8S3O6-G,Sachsen-Anhalt,Kreis Mansfeld-Südharz,10,Kreisliga,Kreisliga · Kreis Mansfeld-Südharz,13,11,43,31,SV Eintracht Lüttchendorf II,6,fussball.de
031A9UCPIG000004VS5489BTVSK8S3O6-G,Sachsen-Anhalt,Kreis SFV Halle,10,Kreisliga,Stadtliga · Kreis SFV Halle,14,7,30,20,SV Grün-Weiß Ammendorf,3,fussball.de
031C4HOJB8000004VS5489BUVUR5FS5A-G,Sachsen-Anhalt,Kreis SFV Magdeburg,10,Kreisliga,Stadtliga Herren · Kreis SFV Magdeburg,10,4,16,12,SV Fortuna III,3,fussball.de
031CHNEHJ8000002VS5489BUVUR5FS5A-G,Sachsen-Anhalt,Kreis Saalekreis,10,Kreisliga,Kreisliga · Kreis Saalekreis,14,7,27,19,Spgm. VfL Roßbach 1921 e.V. / SV Braunsbedra II,3,fussball.de
030J2D2O98000007VS5489BTVUCDSG9E-G,Sachsen-Anhalt,Kreis Salzland,10,Kreisliga,Kreisliga · Kreis Salzland,14,16,71,46,ESV Lokomotive Güsten,9,fussball.de
031AU5HSFS000004VS5489BUVV628VP4-G,Sachsen-Anhalt,Kreis Wittenberg,10,Kreisliga,DTZ Technik Kreisliga Staffel A · Kreis Wittenberg,9,4,25,12,SG Rackith/Dabrun/Kemberg,3,fussball.de
031AU5E6T0000004VS5489BUVV628VP4-G,Sachsen-Anhalt,Kreis Wittenberg,10,Kreisliga,DTZ Technik Kreisliga Staffel B · Kreis Wittenberg,10,4,34,12,Malterhausener Sportverein,3,fussball.de
031EDBGP34000004VS5489BUVUR5FS5A-G,Schleswig-Holstein,Kreis Holstein,10,Kreisklasse B,Kreisklasse B - 8 · Kreis Holstein,13,20,114,59,TV Trappenkamp,9,fussball.de
031EDB25U8000003VS5489BUVUR5FS5A-G,Schleswig-Holstein,Kreis Holstein,10,Kreisklasse B,Kreisklasse B - 9 · Kreis Holstein,11,12,49,36,TSV Selent,9,fussball.de
031C4P9UPO000006VS5489BTVUS470OH-G,Schleswig-Holstein,Kreis Kiel,10,Kreisklasse B,Kreisklasse B - 3 · Kreis Kiel,13,22,109,61,VfB Kiel III,12,fussball.de
031C4DB9K8000000VS5489BTVUS470OH-G,Schleswig-Holstein,Kreis Lübeck,10,Kreisklasse B,Kreisklasse B - 11 · Kreis Lübeck,12,15,100,41,SC Buntekuh Lübeck,7,fussball.de
031CPBEB18000006VS5489BUVUR5FS5A-G,Schleswig-Holstein,Kreis Nordfriesland,10,Kreisklasse B,Kreisklasse B 1 · Kreis Nordfriesland,13,26,125,71,TSV Eintracht Eggebek II,9,fussball.de
031C8LNBC4000003VS5489BTVUS470OH-G,Schleswig-Holstein,Kreis Ostholstein,10,Kreisklasse B,Kreisklasse B - 10 · Kreis Ostholstein,11,12,70,34,TSV Neustadt II,9,fussball.de
031A5SKUS4000004VS5489BTVSK8S3O6-G,Schleswig-Holstein,Kreis Rendsburg-Eckernförde,10,Kreisklasse B,Kreisklasse B - 4 · Kreis Rendsburg-Eckernförde,13,25,140,71,SSV Nübbel,15,fussball.de
031C3UG8RS000004VS5489BUVUR5FS5A-G,Schleswig-Holstein,Kreis Schleswig-Flensburg,10,Kreisklasse B,Kreisklasse B - 2 · Kreis Schleswig-Flensburg,13,27,173,75,SG Eckernförde/Fleckeby II,15,fussball.de
031CEUD3KK000004VS5489BUVUR5FS5A-G,Schleswig-Holstein,Kreis Stormarn,10,Kreisklasse B,Kreisklasse B - 12 · Kreis Stormarn,13,22,108,63,Büchen-Siebeneichener SV II,12,fussball.de
031BV53708000004VS5489BTVUS470OH-G,Schleswig-Holstein,Kreis Westküste,10,Kreisklasse B,Kreisklasse B - 5 · Kreis Westküste,12,20,113,57,SG Nordholm II,10,fussball.de
031BV5KGT4000000VS5489BTVUS470OH-G,Schleswig-Holstein,Kreis Westküste,10,Kreisklasse B,Kreisklasse B - 6 · Kreis Westküste,12,18,90,52,BSC Brunsbüttel II,9,fussball.de
031BV5UVDS000005VS5489BTVUS470OH-G,Schleswig-Holstein,Kreis Westküste,10,Kreisklasse B,Kreisklasse B - 7 · Kreis Westküste,13,25,164,74,TSV Brokstedt,12,fussball.de
030EIACNNC000004VS5489BTVSFA9344-G,Südbaden,Baden-Baden,10,2.Kreisliga (B),Kreisliga B - Staffel 1 · Baden-Baden,15,14,66,38,FV Würmersheim 2,6,fussball.de
030EI9H16O000004VS5489BTVSFA9344-G,Südbaden,Baden-Baden,10,2.Kreisliga (B),Kreisliga B - Staffel 2 · Baden-Baden,14,7,26,20,SV Altschweier,3,fussball.de
0319TNSFK800000BVS5489BUVV628VP4-G,Südbaden,Bodensee,10,2.Kreisliga (B),Kreisliga B - Staffel 1 · Bodensee,14,6,34,18,FC 03 Radolfzell 2,3,fussball.de
0319TNSFQ800000BVS5489BUVV628VP4-G,Südbaden,Bodensee,10,2.Kreisliga (B),Kreisliga B - Staffel 2 · Bodensee,14,9,34,25,SV Orsingen-Nenzingen 2,4,fussball.de
0319TNSFVC00000BVS5489BUVV628VP4-G,Südbaden,Bodensee,10,2.Kreisliga (B),Kreisliga B - Staffel 3 · Bodensee,14,7,35,20,Türk. SV Pfullendorf,3,fussball.de
031BHK3J6K000008VS5489BTVUS470OH-G,Südbaden,Freiburg,10,2.Kreisliga (B),Kreisliga B - Staffel 1 · Freiburg,14,1,2,3,SV Mundingen 2,3,fussball.de
031BHK3JD000000DVS5489BTVUS470OH-G,Südbaden,Freiburg,10,2.Kreisliga (B),Kreisliga B - Staffel 2 · Freiburg,13,1,8,2,FC Waldkirch 2,1,fussball.de
031BHK3JJG00000CVS5489BTVUS470OH-G,Südbaden,Freiburg,10,2.Kreisliga (B),Kreisliga B - Staffel 3 · Freiburg,13,0,0,0,ASV Merdingen,0,fussball.de
031BHK3JPK00000BVS5489BTVUS470OH-G,Südbaden,Freiburg,10,2.Kreisliga (B),Kreisliga B - Staffel 4 · Freiburg,14,0,0,0,Alemannia 08 Müllheim,0,fussball.de
031BHK3JUS00000BVS5489BTVUS470OH-G,Südbaden,Freiburg,10,2.Kreisliga (B),Kreisliga B - Staffel 5 · Freiburg,16,0,0,0,FC Bötzingen 2,0,fussball.de
031BHK3K4K00000BVS5489BTVUS470OH-G,Südbaden,Freiburg,10,2.Kreisliga (B),Kreisliga B - Staffel 6 · Freiburg,15,0,0,0,FC Bad Krozingen 2,0,fussball.de
031BHK3KAO00000BVS5489BTVUS470OH-G,Südbaden,Freiburg,10,2.Kreisliga (B),Kreisliga B - Staffel 7 · Freiburg,16,0,0,0,Bahlinger SC 3,0,fussball.de
031GB7L1IG00000CVS5489BUVSJ4CRAP-G,Südbaden,Hochrhein,10,2.Kreisliga (B),Kreisliga B - Staffel 1 · Hochrhein,14,4,22,11,TJZ Weil,3,fussball.de
031GB7L1QS00000FVS5489BUVSJ4CRAP-G,Südbaden,Hochrhein,10,2.Kreisliga (B),Kreisliga B - Staffel 2 · Hochrhein,14,6,29,18,SV Schopfheim 2,3,fussball.de
031GB7L21400000EVS5489BUVSJ4CRAP-G,Südbaden,Hochrhein,10,2.Kreisliga (B),Kreisliga B - Staffel 3 · Hochrhein,14,7,36,20,VfB Waldshut 2,6,fussball.de
031GB7L28000000GVS5489BUVSJ4CRAP-G,Südbaden,Hochrhein,10,2.Kreisliga (B),Kreisliga B - Staffel 4 · Hochrhein,14,6,31,18,SC Lauchringen,3,fussball.de
031BF2URV8000007VS5489BUVUR5FS5A-G,Südbaden,Offenburg,10,2.Kreisliga (B),Kreisliga B - Staffel 1 · Offenburg,14,21,125,63,SG Neumühl / Kehler FV,9,fussball.de
031BF2US8G000009VS5489BUVUR5FS5A-G,Südbaden,Offenburg,10,2.Kreisliga (B),Kreisliga B - Staffel 2 · Offenburg,14,21,104,58,SV Oberwolfach 2,9,fussball.de
031BF2USHS000008VS5489BUVUR5FS5A-G,Südbaden,Offenburg,10,2.Kreisliga (B),Kreisliga B - Staffel 3 · Offenburg,14,21,116,60,SC Kuhbach-Reichenbach,9,fussball.de
031BF2USOO00000AVS5489BUVUR5FS5A-G,Südbaden,Offenburg,10,2.Kreisliga (B),Kreisliga B - Staffel 4 · Offenburg,16,24,146,69,SV Leutesheim 2,9,fussball.de
031BF2USUS000002VS5489BUVUR5FS5A-G,Südbaden,Offenburg,10,2.Kreisliga (B),Kreisliga B - Staffel 5 · Offenburg,15,22,114,62,SV Steinach 2,8,fussball.de
031BF2UT5G00000CVS5489BUVUR5FS5A-G,Südbaden,Offenburg,10,2.Kreisliga (B),Kreisliga B - Staffel 6 · Offenburg,13,15,72,45,FV Sulz 2,9,fussball.de
031H2E2R0K000004VS5489BUVSJ4CRAP-G,Südbaden,Schwarzwald,10,2.Kreisliga (B),Kreisliga B - Staffel 1 · Schwarzwald,11,5,22,15,FC Pfohren,3,fussball.de
031H24UVC4000004VS5489BUVSJ4CRAP-G,Südbaden,Schwarzwald,10,2.Kreisliga (B),Kreisliga B - Staffel 2 · Schwarzwald,12,5,27,15,SV Eisenbach,3,fussball.de
031FE02NMC000004VS5489BUVSJ4CRAP-G,Südbaden,Schwarzwald,10,2.Kreisliga (B),Kreisliga B - Staffel 3 · Schwarzwald,14,12,54,35,FV Tennenbronn 2,6,fussball.de
031HVATVKK000004VS5489BTVSRD0UH9-G,Südbaden,Schwarzwald,10,2.Kreisliga (B),Kreisliga B - Staffel 4 · Schwarzwald,13,16,80,45,VfB Villingen 2,7,fussball.de
031BS6NL1S00000AVS5489BTVUS470OH-G,Südbaden,Schwarzwald,10,2.Kreisliga (B),Kreisliga B - Staffel 5 · Schwarzwald,14,9,36,26,SG Lenzkirch-Saig 2,6,fussball.de
031AUOEO10000004VS5489BUVV628VP4-G,Südwest,Kreis Alzey-Worms,10,B-Klasse,Herren B-Klasse Alzey-Worms Nord,12,15,80,45,SG RWO Alzey/TV Lonsheim,9,fussball.de
031AUOC4OG000007VS5489BUVV628VP4-G,Südwest,Kreis Alzey-Worms,10,B-Klasse,Herren B-Klasse Alzey-Worms Süd,13,20,122,59,FSV Oppenheim,12,fussball.de
0319RSL5GO000004VS5489BUVV628VP4-G,Südwest,Kreis Bad Kreuznach,10,B-Klasse,Herren B-Klasse Bad Kreuznach 1,14,31,197,91,TSG Planig,12,fussball.de
0319RT3K1S000004VS5489BUVV628VP4-G,Südwest,Kreis Bad Kreuznach,10,B-Klasse,Herren B-Klasse Bad Kreuznach 2,15,34,150,100,SG Hochstetten/Nußbaum,15,fussball.de
0314O2BQEG000008VS5489BUVSBBVPEU-G,Südwest,Kreis Birkenfeld,10,B-Klasse,Herren B-Klasse Birkenfeld 1,14,28,136,81,VfL Weierbach,15,fussball.de
0314O2BQLO000008VS5489BUVSBBVPEU-G,Südwest,Kreis Birkenfeld,10,B-Klasse,Herren B-Klasse Birkenfeld 2,14,30,160,87,SV Heimbach,13,fussball.de
031ARBND98000004VS5489BTVSK8S3O6-G,Südwest,Kreis Kaiserslaut.-Donnersberg,10,B-Klasse,Herren B-Klasse KL/DOB Nord · Kreis Kaiserslaut.-Donnersberg,13,18,107,53,SG Münsterappel/Gerbach/Niederhausen,9,fussball.de
031ARQBIG8000004VS5489BTVSK8S3O6-G,Südwest,Kreis Kaiserslaut.-Donnersberg,10,B-Klasse,Herren B-Klasse KL/DOB Süd · Kreis Kaiserslaut.-Donnersberg,12,16,67,46,SG Niederkirchen/Morbach/Heiligenmoschel,9,fussball.de
0318CAK1QG000009VS5489BUVSBBVPEU-G,Südwest,Kreis Kusel-Kaiserslautern,10,B-Klasse,Herren B-Klasse Kusel-Kaiserslautern Nord,16,45,183,129,SG Pfeffelbach/Konken/EDO,13,fussball.de
0318CAK21K000007VS5489BUVSBBVPEU-G,Südwest,Kreis Kusel-Kaiserslautern,10,B-Klasse,Herren B-Klasse Kusel-Kaiserslautern Süd,16,39,186,115,SG Spesbach-Elschbach,15,fussball.de
0319055VFG000003VS5489BTVSK8S3O6-G,Südwest,Kreis Mainz-Bingen,10,B-Klasse,Herren B-Klasse Mainz-Bingen Ost,14,20,123,54,TSG Hechtsheim,9,fussball.de
0319055V9000000AVS5489BTVSK8S3O6-G,Südwest,Kreis Mainz-Bingen,10,B-Klasse,Herren B-Klasse Mainz-Bingen West,14,21,95,61,SV Klein-Winternheim,12,fussball.de
031B344K6K000007VS5489BUVV628VP4-G,Südwest,Kreis Pirmasens/Zweibrücken,10,B-Klasse,Herren B Klasse West Pirmasens-Zweibrücken · Kreis Pirmasens/Zweibrücken,15,37,228,108,SG Massweiler-Höhmühlbach I,13,fussball.de
031AHB031K000008VS5489BUVV628VP4-G,Südwest,Kreis Pirmasens/Zweibrücken,10,B-Klasse,Herren B-Klasse Ost Pirmasens-Zweibrücken · Kreis Pirmasens/Zweibrücken,15,36,194,105,SV Hochstellerhof,13,fussball.de
0314GC1F8S000008VS5489BUVSBBVPEU-G,Südwest,Kreis Rhein-Mittelhaardt,10,B-Klasse,Herren B-Klasse Rhein-Mittelhaardt Staffel Ost,16,39,208,111,TSV Lingenfeld,15,fussball.de
0314GC1F0K000009VS5489BUVSBBVPEU-G,Südwest,Kreis Rhein-Mittelhaardt,10,B-Klasse,Herren B-Klasse Rhein-Mittelhaardt Staffel West,16,40,179,112,TuS 1920 Maikammer II,13,fussball.de
031BT6HBGC000008VS5489BUVUR5FS5A-G,Südwest,Kreis Rhein-Pfalz,10,B-Klasse,Herren B-Klasse Rhein-Pfalz Nord,13,25,132,72,SV Weisenheim/Sand,10,fussball.de
031BT6HBN4000009VS5489BUVUR5FS5A-G,Südwest,Kreis Rhein-Pfalz,10,B-Klasse,Herren B-Klasse Rhein-Pfalz Süd,13,22,128,64,SC Alemannia Maudach,12,fussball.de
0311HNBO3C000008VS5489BUVVARDA0V-G,Südwest,Kreis Südpfalz,10,B-Klasse,Herren B- Klasse Südpfalz Staffel II,16,38,183,107,SV 1950 Büchelberg II,13,fussball.de
0311HNBNR0000008VS5489BUVVARDA0V-G,Südwest,Kreis Südpfalz,10,B-Klasse,Herren B-Klasse Südpfalz Staffel I,16,40,228,112,TSV Venningen-Fischlingen,15,fussball.de
0309PV797G000007VS5489BTVV61V7H6-G,Thüringen,Kreis Eichsf.-Unstrut-Hainich,10,1.Kreisklasse,1. Kreisklasse Staffel 1 · Kreis Eichsf.-Unstrut-Hainich,11,10,36,28,SG VfB 1922 Bischofferode II,6,fussball.de
0309PV79MG000007VS5489BTVV61V7H6-G,Thüringen,Kreis Eichsf.-Unstrut-Hainich,10,1.Kreisklasse,1. Kreisklasse Staffel 2 · Kreis Eichsf.-Unstrut-Hainich,10,7,32,20,FSV Uder 1921,6,fussball.de
0309PV7A0O000006VS5489BTVV61V7H6-G,Thüringen,Kreis Eichsf.-Unstrut-Hainich,10,1.Kreisklasse,1. Kreisklasse Staffel 3 · Kreis Eichsf.-Unstrut-Hainich,10,7,34,19,SG FSV Preußen Bad Langensalza III,4,fussball.de
031CHOBJNG000008VS5489BUVUR5FS5A-G,Thüringen,Kreis Erfurt-Sömmerda,10,1.Kreisklasse,1.KK St.I · Kreis Erfurt-Sömmerda,10,9,50,24,TSG Stotternheim II,6,fussball.de
031CHOBJT8000000VS5489BUVUR5FS5A-G,Thüringen,Kreis Erfurt-Sömmerda,10,1.Kreisklasse,1.KK St.II · Kreis Erfurt-Sömmerda,9,8,35,23,SV 48 Ostramondra,6,fussball.de
031EEOQU6S000008VS5489BUVUR5FS5A-G,Thüringen,Kreis Jena-Saale-Orla,10,1.Kreisklasse,1. Kreisklasse Staffel A · Kreis Jena-Saale-Orla,10,9,41,27,SG Frauenprießnitz,6,fussball.de
031EEONV0S000007VS5489BUVUR5FS5A-G,Thüringen,Kreis Jena-Saale-Orla,10,1.Kreisklasse,1. Kreisklasse Staffel B · Kreis Jena-Saale-Orla,13,12,48,36,LSV 49 Oettersdorf,6,fussball.de
03155Q3K5O000007VS5489BUVSBBVPEU-G,Thüringen,Kreis Mittelthüringen,10,1.Kreisklasse,1.Kreisklasse Nord · Kreis Mittelthüringen,11,10,43,26,SG Am Ettersberg,6,fussball.de
03155Q3KI4000002VS5489BUVSBBVPEU-G,Thüringen,Kreis Mittelthüringen,10,1.Kreisklasse,1.Kreisklasse Sued · Kreis Mittelthüringen,11,10,68,29,SV Glückauf Lehesten,6,fussball.de
03155Q3KC8000004VS5489BUVSBBVPEU-G,Thüringen,Kreis Mittelthüringen,10,1.Kreisklasse,1.Kreisklasse West · Kreis Mittelthüringen,12,10,67,29,SG SpVgg. Geratal 2.,6,fussball.de
031AEFE1LC000006VS5489BTVSK8S3O6-G,Thüringen,Kreis Nordthüringen,10,1.Kreisklasse,Kreisklasse Staffel 1 · Kreis Nordthüringen,12,13,74,39,SV Eintracht Clingen,9,fussball.de
031AEFE1QC000006VS5489BTVSK8S3O6-G,Thüringen,Kreis Nordthüringen,10,1.Kreisklasse,Kreisklasse Staffel 2 · Kreis Nordthüringen,12,18,84,49,TSG GW Liebenrode,10,fussball.de
031CRVJ7FG000006VS5489BTVUS470OH-G,Thüringen,Kreis Ostthüringen,10,1.Kreisklasse,1. Kreisklasse Kleinfeld OTH · Kreis Ostthüringen,8,4,33,11,SV Roschütz II,4,fussball.de
031CRVJ72S000006VS5489BTVUS470OH-G,Thüringen,Kreis Ostthüringen,10,1.Kreisklasse,"1. Kreisklasse, Staffel A · Kreis Ostthüringen",12,6,32,16,SpG FSV Lucka 1910,3,fussball.de
031CRVJ79K000007VS5489BTVUS470OH-G,Thüringen,Kreis Ostthüringen,10,1.Kreisklasse,"1. Kreisklasse, Staffel B · Kreis Ostthüringen",11,5,31,15,SV Langenberg II,3,fussball.de
031B9HA0PK000007VS5489BTVSK8S3O6-G,Thüringen,Kreis Rhön-Rennsteig,10,1.Kreisklasse,1. Kreisklasse Staffel I · Kreis Rhön-Rennsteig,9,4,28,11,SG SV Dolmar Kühndorf,3,fussball.de
031B9HA12C000007VS5489BTVSK8S3O6-G,Thüringen,Kreis Rhön-Rennsteig,10,1.Kreisklasse,1. Kreisklasse Staffel II · Kreis Rhön-Rennsteig,9,5,32,14,SV Stahl Brotterode-Trusetal II,3,fussball.de
0316UIE700000007VS5489BUVSBBVPEU-G,Thüringen,Kreis Südthüringen,10,1.Kreisklasse,Hudson Kreisklasse Mitte · Kreis Südthüringen,9,13,78,36,SG VfB Grün-Weiß Fehrenbach,13,fussball.de
0316UIE6NO000007VS5489BUVSBBVPEU-G,Thüringen,Kreis Südthüringen,10,1.Kreisklasse,Hudson Kreisklasse Ost · Kreis Südthüringen,10,19,136,55,SV 08 Steinach II,12,fussball.de
0316UIE76S000006VS5489BUVSBBVPEU-G,Thüringen,Kreis Südthüringen,10,1.Kreisklasse,Hudson Kreisklasse West · Kreis Südthüringen,10,18,94,51,SV 07 Häselrieth,12,fussball.de
031D3N7L38000008VS5489BUVUR5FS5A-G,Thüringen,Kreis Westthüringen,10,1.Kreisklasse,1. Kreisklasse Staffel 1 · Kreis Westthüringen,10,8,48,24,FSV 06 Ohratal II,6,fussball.de
031D3N7LF4000008VS5489BUVUR5FS5A-G,Thüringen,Kreis Westthüringen,10,1.Kreisklasse,1. Kreisklasse Staffel 2 · Kreis Westthüringen,10,9,42,25,SG SpVgg Siebleben 06 III,6,fussball.de
031D3N7LLS000009VS5489BUVUR5FS5A-G,Thüringen,Kreis Westthüringen,10,1.Kreisklasse,1. Kreisklasse Staffel 3 · Kreis Westthüringen,11,10,41,29,SG BSG Kali Werra Tiefenort II,6,fussball.de
031D3N7M0C000007VS5489BUVUR5FS5A-G,Thüringen,Kreis Westthüringen,10,1.Kreisklasse,1. Kreisklasse Staffel 4 · Kreis Westthüringen,12,11,74,32,SG Nessetal Wenigenlupnitz,6,fussball.de
031E5G1LLC000004VS5489BUVUR5FS5A-G,Westfalen,Kreis Ahaus-Coesfeld,10,Kreisliga B,Kreisliga B 1 Ahaus-Coesfeld,16,24,85,64,TuS Wüllen,9,fussball.de
031E5G2TGK000004VS5489BUVUR5FS5A-G,Westfalen,Kreis Ahaus-Coesfeld,10,Kreisliga B,Kreisliga B 2 Ahaus-Coesfeld,16,24,93,68,Vorw. Hiddingsel,9,fussball.de
031I0V20RC00000AVS5489BUVVKNMR0J-G,Westfalen,Kreis Arnsberg,10,Kreisliga B,Kreisliga B Arnsberg,15,7,42,19,SuS Langscheid/Enkhausen II,3,fussball.de
031ARLUE74000004VS5489BTVSK8S3O6-G,Westfalen,Kreis Beckum,10,Kreisliga B,Kreisliga B Beckum,15,15,82,44,TuS Wadersloh II,6,fussball.de
0311HP5M3G00000IVS5489BTVT51B5B5-G,Westfalen,Kreis Bielefeld,10,Kreisliga B,Kreisliga B Staffel 1 · Kreis Bielefeld,16,31,208,92,TuS Quelle II,12,fussball.de
0311HP5MGO00000DVS5489BTVT51B5B5-G,Westfalen,Kreis Bielefeld,10,Kreisliga B,Kreisliga B Staffel 2 · Kreis Bielefeld,16,32,170,92,VfL Schildesche II,12,fussball.de
0311RLFEOG000004VS5489BUVVARDA0V-G,Westfalen,Kreis Bochum,10,Kreisliga B,Kreisliga B1 Herren · Kreis Bochum,16,30,158,84,FC Altenbochum II,12,fussball.de
0311RLH7P4000004VS5489BUVVARDA0V-G,Westfalen,Kreis Bochum,10,Kreisliga B,Kreisliga B2 Herren · Kreis Bochum,16,27,161,79,Amac Spor Dahlhausen,12,fussball.de
0311RLJN64000004VS5489BUVVARDA0V-G,Westfalen,Kreis Bochum,10,Kreisliga B,Kreisliga B3 Herren · Kreis Bochum,16,29,180,86,RW Stiepel II,10,fussball.de
031893UPPS00000BVS5489BTVU7GTVLE-G,Westfalen,Kreis Detmold,10,Kreisliga B,Kreisliga B · Kreis Detmold,16,31,169,86,SG Belle-Cappel-Leopoldstal II,12,fussball.de
03133UT6AG000002VS5489BUVSBBVPEU-G,Westfalen,Kreis Dortmund,10,Kreisliga B,Kreisliga B1 - Dortmund,15,11,66,32,SG Lütgendortmund,6,fussball.de
03133V2GH4000005VS5489BUVSBBVPEU-G,Westfalen,Kreis Dortmund,10,Kreisliga B,Kreisliga B2 - Dortmund,15,14,77,41,BV Viktoria Kirchderne II,6,fussball.de
03133V4N3S000005VS5489BUVSBBVPEU-G,Westfalen,Kreis Dortmund,10,Kreisliga B,Kreisliga B3 - Dortmund,15,12,56,35,TuRa Asseln,6,fussball.de
031BHF4AR8000004VS5489BUVUR5FS5A-G,Westfalen,Kreis Gelsenkirchen,10,Kreisliga B,Kreisliga B 1 Herren · Kreis Gelsenkirchen,16,32,141,93,F.S.M. Gladbeck,12,fussball.de
031BHFIC0G000004VS5489BUVUR5FS5A-G,Westfalen,Kreis Gelsenkirchen,10,Kreisliga B,Kreisliga B 2 Herren · Kreis Gelsenkirchen,16,32,169,92,ETuS 34 Gelsenkirchen,12,fussball.de
031F9TM70K00000GVS5489BUVSJ4CRAP-G,Westfalen,Kreis Gütersloh,10,Kreisliga B,Kreisliga B Gr. 1 GT · Kreis Gütersloh,16,23,137,64,FC Isselhorst,9,fussball.de
031F9TM7A000000IVS5489BUVSJ4CRAP-G,Westfalen,Kreis Gütersloh,10,Kreisliga B,Kreisliga B Gr. 2 GT · Kreis Gütersloh,16,24,132,69,Rot-Weiss St. Vit,9,fussball.de
031FEQQNFG00000JVS5489BUVSJ4CRAP-G,Westfalen,Kreis Hagen,10,Kreisliga B,Kreisliga B1 Hagen,16,23,137,63,TSV Dahl,9,fussball.de
031FEQQNP400000JVS5489BUVSJ4CRAP-G,Westfalen,Kreis Hagen,10,Kreisliga B,Kreisliga B2 Hagen,16,22,114,64,TuS Esborn,9,fussball.de
03131PS8AS00000HVS5489BUVSBBVPEU-G,Westfalen,Kreis Herford,10,Kreisliga B,Kreisliga B · Kreis Herford,17,32,204,96,VFL Herford,12,fussball.de
031D63KGR800000IVS5489BTVUS470OH-G,Westfalen,Kreis Herne,10,Kreisliga B,Herren Kreisliga B1 · Kreis Herne,14,10,56,27,VFB Habinghorst 1920 II,6,fussball.de
031D63KH6C00000HVS5489BTVUS470OH-G,Westfalen,Kreis Herne,10,Kreisliga B,Herren Kreisliga B2 · Kreis Herne,13,10,68,28,SG Herne 70 II,6,fussball.de
031ED9E48K000006VS5489BTVUS470OH-G,Westfalen,Kreis Hochsauerlandkreis,10,Kreisliga B,Kreisliga B 1 Hochsauerland Findungsrunde · Kreis Hochsauerlandkreis,8,15,71,44,SC Kückelheim/Salwey,9,fussball.de
031EDA1R0O000003VS5489BTVUS470OH-G,Westfalen,Kreis Hochsauerlandkreis,10,Kreisliga B,Kreisliga B 2 Hochsauerland Findungsrunde · Kreis Hochsauerlandkreis,8,14,65,40,SC Lennetal e.V.,12,fussball.de
031EDAC41S000004VS5489BTVUS470OH-G,Westfalen,Kreis Hochsauerlandkreis,10,Kreisliga B,Kreisliga B 3 Hochsauerland Findungsrunde · Kreis Hochsauerlandkreis,8,10,50,28,SG Giershagen-Hoppecketal/Padberg-Obermarsberg 1,7,fussball.de
031E13SS9S000004VS5489BTVUS470OH-G,Westfalen,Kreis Höxter,10,Kreisliga B,Kreisliga B Gruppe 1 · Kreis Höxter,13,25,119,69,SG Bergheim-Sandebeck,12,fussball.de
031E1435Q4000004VS5489BTVUS470OH-G,Westfalen,Kreis Höxter,10,Kreisliga B,Kreisliga B Gruppe 2 · Kreis Höxter,13,24,108,67,FC Germete-Wormeln,12,fussball.de
030VV5LUR8000001VS5489BTVT51B5B5-G,Westfalen,Kreis Iserlohn,10,Kreisliga B,Kreisliga B - Iserlohn,16,16,79,45,ASSV Letmathe II,6,fussball.de
031BEPSE8K000004VS5489BUVUR5FS5A-G,Westfalen,Kreis Lemgo,10,Kreisliga B,Kreisliga B Lemgo,18,27,125,77,TSG Holzhausen/Sylbach,9,fussball.de
031H029MRK000008VS5489BTVVG7L386-G,Westfalen,Kreis Lippstadt,10,Kreisliga B,Kreisliga B Lippstadt,16,33,172,92,SV Viktoria Lippstadt,12,fussball.de
031F01PKV800000FVS5489BTVUS470OH-G,Westfalen,Kreis Lübbecke,10,Kreisliga B,Kreisliga B K 20 Lübbecke,15,32,148,88,BSC Blasheim II,15,fussball.de
0311BQF0SC00000AVS5489BUVVARDA0V-G,Westfalen,Kreis Lüdenscheid,10,Kreisliga B,Kreisliga B Lüdenscheid,12,0,0,0,FC Altena 69,0,fussball.de
031108TMC0000004VS5489BUVVARDA0V-G,Westfalen,Kreis Minden,10,Kreisliga B,Kreisliga B Minden,16,48,215,135,TuS Holzhausen/Porta,16,fussball.de
031BT42UNG000008VS5489BUVUR5FS5A-G,Westfalen,Kreis Münster,10,Kreisliga B,Kreisliga B 1 Herren · Kreis Münster,16,23,103,67,SC Sprakel,9,fussball.de
031BT42V0K00000BVS5489BUVUR5FS5A-G,Westfalen,Kreis Münster,10,Kreisliga B,Kreisliga B 2 Herren · Kreis Münster,15,21,95,58,FC Greffen,9,fussball.de
