rank,delta,name,tier,league,leaguePos,played,won,drawn,lost,goalsFor,goalsAgainst,goalDiff,points,ppg
1,,FC Bayern München,1,Bundesliga,1,1,1,0,0,5,1,4,3,3.0
2,,SC Freiburg,1,Bundesliga,2,1,1,0,0,4,1,3,3,3.0
3,,FC Augsburg,1,Bundesliga,3,1,1,0,0,3,0,3,3,3.0
4,,RB Leipzig,1,Bundesliga,4,1,1,0,0,3,0,3,3,3.0
5,,Borussia Dortmund,1,Bundesliga,5,1,1,0,0,2,0,2,3,3.0
6,,1. FC Köln,1,Bundesliga,6,1,1,0,0,3,2,1,3,3.0
7,,SV 07 Elversberg,1,Bundesliga,7,1,1,0,0,3,2,1,3,3.0
8,,1. FC Union Berlin,1,Bundesliga,8,1,0,1,0,3,3,0,1,1.0
9,,Eintracht Frankfurt,1,Bundesliga,9,1,0,1,0,3,3,0,1,1.0
10,,1. FSV Mainz 05,1,Bundesliga,10,1,0,1,0,0,0,0,1,1.0
11,,SC Paderborn 07,1,Bundesliga,11,1,0,1,0,0,0,0,1,1.0
12,,Bayer 04 Leverkusen,1,Bundesliga,12,1,0,0,1,2,3,-1,0,0.0
13,,TSG Hoffenheim,1,Bundesliga,13,1,0,0,1,2,3,-1,0,0.0
14,,Hamburger SV,1,Bundesliga,14,1,0,0,1,0,2,-2,0,0.0
15,,SV Werder Bremen,1,Bundesliga,15,1,0,0,1,1,4,-3,0,0.0
16,,Borussia Mönchengladbach,1,Bundesliga,16,1,0,0,1,0,3,-3,0,0.0
17,,FC Schalke 04,1,Bundesliga,17,1,0,0,1,0,3,-3,0,0.0
18,,VfB Stuttgart,1,Bundesliga,18,1,0,0,1,1,5,-4,0,0.0
19,0,1. FC Nürnberg,2,2. Bundesliga,1,3,3,0,0,11,3,8,9,3.0
20,0,Hertha BSC,2,2. Bundesliga,2,3,3,0,0,10,4,6,9,3.0
21,1,VfL Wolfsburg,2,2. Bundesliga,3,3,2,1,0,6,2,4,7,2.33
22,5,1. FC Heidenheim 1846,2,2. Bundesliga,4,3,2,0,1,10,10,0,6,2.0
23,5,1. FC Magdeburg,2,2. Bundesliga,5,3,2,0,1,6,6,0,6,2.0
24,8,1. FC Kaiserslautern,2,2. Bundesliga,6,3,1,2,0,2,1,1,5,1.67
25,9,SpVgg Greuther Fürth,2,2. Bundesliga,7,3,1,1,1,7,8,-1,4,1.33
26,-5,Karlsruher SC,2,2. Bundesliga,8,3,1,1,1,4,6,-2,4,1.33
27,-4,Eintracht Braunschweig,2,2. Bundesliga,9,3,1,0,2,9,7,2,3,1.0
28,-4,DSC Arminia Bielefeld,2,2. Bundesliga,10,3,1,0,2,5,6,-1,3,1.0
29,-4,VfL Bochum,2,2. Bundesliga,11,3,1,0,2,1,2,-1,3,1.0
30,-4,Energie Cottbus,2,2. Bundesliga,12,3,1,0,2,6,8,-2,3,1.0
31,4,Hannover 96,2,2. Bundesliga,13,3,1,0,2,2,4,-2,3,1.0
32,4,VfL Osnabrück,2,2. Bundesliga,14,3,1,0,2,4,7,-3,3,1.0
33,-4,Dynamo Dresden,2,2. Bundesliga,15,3,1,0,2,4,8,-4,3,1.0
34,-3,FC St. Pauli,2,2. Bundesliga,16,3,0,2,1,4,5,-1,2,0.67
35,-5,Holstein Kiel,2,2. Bundesliga,17,3,0,2,1,4,6,-2,2,0.67
36,-3,SV Darmstadt 98,2,2. Bundesliga,18,3,0,1,2,2,4,-2,1,0.33
37,0,MSV Duisburg,3,3. Liga,1,3,3,0,0,10,2,8,9,3.0
38,4,Hansa Rostock,3,3. Liga,2,3,2,1,0,10,7,3,7,2.33
39,6,TSG 1899 Hoffenheim II,3,3. Liga,3,3,2,0,1,9,4,5,6,2.0
40,6,Viktoria Köln,3,3. Liga,4,3,2,0,1,9,7,2,6,2.0
41,-3,1. FC Saarbrücken,3,3. Liga,5,3,2,0,1,8,6,2,6,2.0
42,6,SV Meppen,3,3. Liga,6,3,2,0,1,5,3,2,6,2.0
43,8,FC Ingolstadt 04,3,3. Liga,7,3,1,2,0,5,3,2,5,1.67
44,-5,Würzburger Kickers,3,3. Liga,8,3,1,1,1,6,5,1,4,1.33
45,-2,SV Waldhof Mannheim,3,3. Liga,9,3,1,1,1,7,7,0,4,1.33
46,-6,Alemannia Aachen,3,3. Liga,10,3,1,1,1,5,5,0,4,1.33
47,5,Fortuna Köln,3,3. Liga,11,3,1,1,1,3,3,0,4,1.33
48,-7,Preußen Münster,3,3. Liga,12,3,1,1,1,5,6,-1,4,1.33
49,1,Rot-Weiss Essen,3,3. Liga,13,3,1,1,1,3,5,-2,4,1.33
50,3,TSV Havelse,3,3. Liga,14,3,1,0,2,5,6,-1,3,1.0
51,-7,Jahn Regensburg,3,3. Liga,15,3,1,0,2,6,8,-2,3,1.0
52,-5,VfB Stuttgart II,3,3. Liga,16,3,1,0,2,4,6,-2,3,1.0
53,1,Fortuna Düsseldorf,3,3. Liga,17,3,1,0,2,2,4,-2,3,1.0
54,-5,SG Sonnenhof Großaspach,3,3. Liga,18,3,1,0,2,1,4,-3,3,1.0
55,1,SV Wehen Wiesbaden,3,3. Liga,19,3,0,1,2,1,7,-6,1,0.33
56,-1,SC Verl,3,3. Liga,20,3,0,0,3,4,10,-6,0,0.0
57,1,SC Weiche Flensburg 08,4,Regionalliga Nord,1,6,5,1,0,18,6,12,16,2.67
58,2,VfB Oldenburg,4,Regionalliga Nord,2,5,4,1,0,14,4,10,13,2.6
59,2,FSV Schöningen,4,Regionalliga Nord,3,5,4,1,0,10,4,6,13,2.6
60,-3,Rot-Weiß Erfurt,4,Regionalliga Nordost,1,7,5,2,0,23,5,18,17,2.43
61,-2,Chemnitzer FC,4,Regionalliga Nordost,2,7,5,2,0,16,3,13,17,2.43
62,1,VSG Altglienicke Berlin,4,Regionalliga Nordost,4,6,3,3,0,14,9,5,12,2.0
63,12,FSV Zwickau,4,Regionalliga Nordost,3,7,4,1,2,8,9,-1,13,1.86
64,7,Greifswalder FC,4,Regionalliga Nordost,5,6,3,2,1,13,8,5,11,1.83
65,-3,Hannover 96 II,4,Regionalliga Nord,4,6,3,2,1,10,5,5,11,1.83
66,-1,Erzgebirge Aue,4,Regionalliga Nordost,6,6,3,2,1,11,9,2,11,1.83
67,6,Eimsbütteler TV,4,Regionalliga Nord,5,5,3,0,2,10,10,0,9,1.8
68,-1,1. FC Phönix Lübeck,4,Regionalliga Nord,7,4,2,1,1,7,2,5,7,1.75
69,-1,HSC Hannover,4,Regionalliga Nord,8,4,2,1,1,8,6,2,7,1.75
70,-4,FC Carl Zeiss Jena,4,Regionalliga Nordost,7,6,3,1,2,9,5,4,10,1.67
71,3,1. FC Magdeburg II,4,Regionalliga Nordost,8,6,3,1,2,13,10,3,10,1.67
72,-8,1. FC Lok Leipzig,4,Regionalliga Nordost,9,6,3,1,2,12,11,1,10,1.67
73,3,Hallescher FC,4,Regionalliga Nordost,10,6,2,3,1,7,5,2,9,1.5
74,-5,SV Todesfelde,4,Regionalliga Nord,9,5,2,1,2,12,13,-1,7,1.4
75,5,BFC Dynamo,4,Regionalliga Nordost,11,6,2,2,2,8,8,0,8,1.33
76,-6,Atlas Delmenhorst,4,Regionalliga Nord,6,6,2,2,2,8,9,-1,8,1.33
77,-5,SpVgg Drochtersen/Assel,4,Regionalliga Nord,10,5,2,0,3,8,8,0,6,1.2
78,-1,RSV Eintracht 1949,4,Regionalliga Nordost,12,6,1,3,2,9,11,-2,6,1.0
79,0,Eintracht Norderstedt,4,Regionalliga Nord,12,5,1,2,2,11,13,-2,5,1.0
80,2,Kickers Emden,4,Regionalliga Nord,11,6,1,3,2,15,19,-4,6,1.0
81,9,Hamburger SV II,4,Regionalliga Nord,13,5,1,1,3,8,12,-4,4,0.8
82,3,SSV Jeddeloh II,4,Regionalliga Nord,14,5,1,1,3,6,11,-5,4,0.8
83,-2,Bremer SV,4,Regionalliga Nord,15,5,1,1,3,2,7,-5,4,0.8
84,-6,SV Babelsberg 03,4,Regionalliga Nordost,13,7,1,2,4,9,12,-3,5,0.71
85,-2,Hertha BSC II,4,Regionalliga Nordost,14,7,1,2,4,5,15,-10,5,0.71
86,-2,FC St. Pauli II,4,Regionalliga Nord,16,5,1,0,4,8,13,-5,3,0.6
87,5,Werder Bremen II,4,Regionalliga Nord,17,5,1,0,4,5,10,-5,3,0.6
88,-1,Tasmania Berlin,4,Regionalliga Nordost,17,5,1,0,4,6,18,-12,3,0.6
89,-3,FSV 63 Luckenwalde,4,Regionalliga Nordost,16,6,1,0,5,5,16,-11,3,0.5
90,-1,BFC Preussen,4,Regionalliga Nordost,15,7,0,3,4,5,12,-7,3,0.43
91,-3,VfB Lübeck,4,Regionalliga Nord,18,5,0,2,3,3,11,-8,2,0.4
92,-1,BSG Chemie Leipzig,4,Regionalliga Nordost,18,7,0,2,5,2,9,-7,2,0.29
93,,VfL 08 Vichttal,5,Mittelrheinliga,1,1,1,0,0,6,2,4,3,3.0
94,,Frechen 20,5,Mittelrheinliga,2,1,1,0,0,4,0,4,3,3.0
95,,SSV Bornheim,5,Mittelrheinliga,3,1,1,0,0,4,1,3,3,3.0
96,,Siegburger SV,5,Mittelrheinliga,4,1,1,0,0,2,0,2,3,3.0
97,,S.C. Fortuna Köln II,5,Mittelrheinliga,5,1,1,0,0,3,2,1,3,3.0
98,,SC Bor. Lindenthal-Hohenlind,5,Mittelrheinliga,6,1,0,1,0,2,2,0,1,1.0
99,,SpVg. Porz,5,Mittelrheinliga,7,1,0,1,0,2,2,0,1,1.0
100,,FC Wegberg-Beeck,5,Mittelrheinliga,8,1,0,1,0,1,1,0,1,1.0
101,,SV Eintracht Hohkeppel,5,Mittelrheinliga,9,1,0,1,0,1,1,0,1,1.0
102,,FC Hennef,5,Mittelrheinliga,10,1,0,1,0,0,0,0,1,1.0
103,,FC Hürth,5,Mittelrheinliga,11,1,0,1,0,0,0,0,1,1.0
104,,FSV Neunkirchen-Seelscheid,5,Mittelrheinliga,12,1,0,0,1,2,3,-1,0,0.0
105,,SSV Merten,5,Mittelrheinliga,13,1,0,0,1,0,2,-2,0,0.0
106,,TuS BW Königsdorf,5,Mittelrheinliga,14,1,0,0,1,1,4,-3,0,0.0
107,,1. FC Düren,5,Mittelrheinliga,15,1,0,0,1,2,6,-4,0,0.0
108,,TuS Chlodwig Zülpich,5,Mittelrheinliga,16,1,0,0,1,0,4,-4,0,0.0
109,,SC Blau-Weiß Köln,6,"Landesliga, Staffel 1",1,1,1,0,0,5,0,5,3,3.0
110,,FV Bonn-Endenich,6,"Landesliga, Staffel 1",2,1,1,0,0,4,0,4,3,3.0
111,,FV Bad Honnef,6,"Landesliga, Staffel 1",3,1,1,0,0,4,1,3,3,3.0
112,,SSV Homburg-Nümbrecht,6,"Landesliga, Staffel 1",4,1,1,0,0,4,1,3,3,3.0
113,,Türkischer SV Düren,6,"Landesliga, Staffel 2",1,1,1,0,0,4,1,3,3,3.0
114,,FC Pesch,6,"Landesliga, Staffel 1",5,1,1,0,0,4,2,2,3,3.0
115,,SV Eilendorf,6,"Landesliga, Staffel 2",2,1,1,0,0,4,2,2,3,3.0
116,,Germania Lich-Steinstraß,6,"Landesliga, Staffel 2",3,1,1,0,0,3,1,2,3,3.0
117,,SC Elsdorf,6,"Landesliga, Staffel 2",4,1,1,0,0,3,1,2,3,3.0
118,,TuS Mondorf,6,"Landesliga, Staffel 1",6,1,1,0,0,3,1,2,3,3.0
119,,GW Brauweiler,6,"Landesliga, Staffel 1",7,1,1,0,0,2,0,2,3,3.0
120,,Eintracht Verlautenheide,6,"Landesliga, Staffel 2",5,1,1,0,0,3,2,1,3,3.0
121,,SC Fliesteden,6,"Landesliga, Staffel 2",6,1,1,0,0,2,1,1,3,3.0
122,,SC Rheinbach,6,"Landesliga, Staffel 1",8,1,1,0,0,2,1,1,3,3.0
123,,Germania Eicherscheid,6,"Landesliga, Staffel 2",7,1,0,1,0,3,3,0,1,1.0
124,,SV Helpenstein,6,"Landesliga, Staffel 2",8,1,0,1,0,3,3,0,1,1.0
125,,Teutonia Weiden,6,"Landesliga, Staffel 2",9,1,0,1,0,1,1,0,1,1.0
126,,Union Schafhausen,6,"Landesliga, Staffel 2",10,1,0,1,0,1,1,0,1,1.0
127,,Rasensport Brand,6,"Landesliga, Staffel 2",11,1,0,0,1,2,3,-1,0,0.0
128,,FC BW Friesdorf,6,"Landesliga, Staffel 1",9,1,0,0,1,1,2,-1,0,0.0
129,,Germania Teveren,6,"Landesliga, Staffel 2",12,1,0,0,1,1,2,-1,0,0.0
130,,SV Schlebusch,6,"Landesliga, Staffel 1",10,1,0,0,1,2,4,-2,0,0.0
131,,Sportfreunde Düren,6,"Landesliga, Staffel 2",13,1,0,0,1,2,4,-2,0,0.0
132,,SV Kurdistan Düren,6,"Landesliga, Staffel 2",14,1,0,0,1,1,3,-2,0,0.0
133,,Sportfreunde Uevekoven,6,"Landesliga, Staffel 2",15,1,0,0,1,1,3,-2,0,0.0
134,,TuS Marialinden,6,"Landesliga, Staffel 1",11,1,0,0,1,1,3,-2,0,0.0
135,,TuS Oberpleis,6,"Landesliga, Staffel 1",12,1,0,0,1,0,2,-2,0,0.0
136,,Deutz 05,6,"Landesliga, Staffel 1",13,1,0,0,1,1,4,-3,0,0.0
137,,SV Breinig Breinigerberg,6,"Landesliga, Staffel 2",16,1,0,0,1,1,4,-3,0,0.0
138,,SV Schönenbach,6,"Landesliga, Staffel 1",14,1,0,0,1,1,4,-3,0,0.0
139,,FV Wiehl,6,"Landesliga, Staffel 1",15,1,0,0,1,0,4,-4,0,0.0
140,,1. FC Spich,6,"Landesliga, Staffel 1",16,1,0,0,1,0,5,-5,0,0.0
141,,SV Leuscheid,7,"Bezirksliga, Staffel 2",1,1,1,0,0,7,0,7,3,3.0
142,,Germania Hilfarth,7,"Bezirksliga, Staffel 4",1,1,1,0,0,7,1,6,3,3.0
143,,TV Hoffnungsthal,7,"Bezirksliga, Staffel 1",1,1,1,0,0,5,1,4,3,3.0
144,,FC Rheinsüd Köln,7,"Bezirksliga, Staffel 2",2,1,1,0,0,4,0,4,3,3.0
145,,VfR Wipperfürth,7,"Bezirksliga, Staffel 1",2,1,1,0,0,4,0,4,3,3.0
146,,Horremer SV,7,"Bezirksliga, Staffel 3",1,1,1,0,0,5,2,3,3,3.0
147,,SSV Jan Wellem,7,"Bezirksliga, Staffel 1",3,1,1,0,0,4,1,3,3,3.0
148,,DJK Südwest Köln,7,"Bezirksliga, Staffel 1",4,1,1,0,0,4,2,2,3,3.0
149,,Kohlscheider BC,7,"Bezirksliga, Staffel 4",2,1,1,0,0,4,2,2,3,3.0
150,,SV Wachtberg,7,"Bezirksliga, Staffel 2",3,1,1,0,0,4,2,2,3,3.0
151,,Concordia Oidtweiler,7,"Bezirksliga, Staffel 4",3,1,1,0,0,3,1,2,3,3.0
152,,FC Hürth II,7,"Bezirksliga, Staffel 1",5,1,1,0,0,3,1,2,3,3.0
153,,SC Alemannia Lendersdorf,7,"Bezirksliga, Staffel 3",2,1,1,0,0,3,1,2,3,3.0
154,,SC Fortuna Bonn,7,"Bezirksliga, Staffel 2",4,1,1,0,0,3,1,2,3,3.0
155,,SC Weiler-Volkhoven,7,"Bezirksliga, Staffel 1",6,1,1,0,0,3,1,2,3,3.0
156,,SV Frielingsdorf,7,"Bezirksliga, Staffel 1",7,1,1,0,0,3,1,2,3,3.0
157,,DJK FV Haaren,7,"Bezirksliga, Staffel 4",4,1,1,0,0,2,0,2,3,3.0
158,,Dynamo Erkelenz,7,"Bezirksliga, Staffel 4",5,1,1,0,0,2,0,2,3,3.0
159,,SV Weiden,7,"Bezirksliga, Staffel 3",3,1,1,0,0,2,0,2,3,3.0
160,,TuRa Oberdrees,7,"Bezirksliga, Staffel 2",5,1,1,0,0,2,0,2,3,3.0
161,,SV Falke Bergrath,7,"Bezirksliga, Staffel 4",6,1,1,0,0,4,3,1,3,3.0
162,,SV Lövenich/Widdersdorf,7,"Bezirksliga, Staffel 3",4,1,1,0,0,4,3,1,3,3.0
163,,Marokkanischer SV Bonn,7,"Bezirksliga, Staffel 2",6,1,1,0,0,3,2,1,3,3.0
164,,RG Wesseling,7,"Bezirksliga, Staffel 2",7,1,1,0,0,3,2,1,3,3.0
165,,F.C. Viktoria Birkesdorf,7,"Bezirksliga, Staffel 3",5,1,1,0,0,2,1,1,3,3.0
166,,SV Rhenania Bessenich,7,"Bezirksliga, Staffel 3",6,1,1,0,0,2,1,1,3,3.0
167,,TuS 08 Langerwehe,7,"Bezirksliga, Staffel 3",7,1,1,0,0,2,1,1,3,3.0
168,,VfR Würselen,7,"Bezirksliga, Staffel 4",7,1,1,0,0,2,1,1,3,3.0
169,,FC Hertha Rheidt,7,"Bezirksliga, Staffel 2",8,1,0,1,0,2,2,0,1,1.0
170,,TUS Buisdorf,7,"Bezirksliga, Staffel 2",9,1,0,1,0,2,2,0,1,1.0
171,,CfB Ford Niehl,7,"Bezirksliga, Staffel 1",8,1,0,1,0,1,1,0,1,1.0
172,,Frechen 20 II,7,"Bezirksliga, Staffel 3",8,1,0,1,0,1,1,0,1,1.0
173,,Heiligenhauser SV,7,"Bezirksliga, Staffel 1",9,1,0,1,0,1,1,0,1,1.0
174,,TuS Chlodwig Zülpich II,7,"Bezirksliga, Staffel 3",9,1,0,1,0,1,1,0,1,1.0
175,,Ay-Yildiz Spor Hückelhoven zg.,7,"Bezirksliga, Staffel 4",8,0,0,0,0,0,0,0,0,0.0
176,,FC Roetgen,7,"Bezirksliga, Staffel 4",9,0,0,0,0,0,0,0,0,0.0
177,,FC Eschweiler,7,"Bezirksliga, Staffel 4",10,1,0,0,1,3,4,-1,0,0.0
178,,JSG Erft 01 Euskirchen,7,"Bezirksliga, Staffel 3",10,1,0,0,1,3,4,-1,0,0.0
179,,SC Volmershoven-Heidgen,7,"Bezirksliga, Staffel 2",10,1,0,0,1,2,3,-1,0,0.0
180,,Sportfreunde Troisdorf,7,"Bezirksliga, Staffel 2",11,1,0,0,1,2,3,-1,0,0.0
181,,VfL Sindorf,7,"Bezirksliga, Staffel 3",11,1,0,0,1,1,2,-1,0,0.0
182,,VfL Vichttal II,7,"Bezirksliga, Staffel 4",11,1,0,0,1,1,2,-1,0,0.0
183,,VfVuJ Winden,7,"Bezirksliga, Staffel 3",12,1,0,0,1,1,2,-1,0,0.0
184,,Viktoria Arnoldsweiler,7,"Bezirksliga, Staffel 3",13,1,0,0,1,1,2,-1,0,0.0
185,,SG Union 94 Würm-Lindern,7,"Bezirksliga, Staffel 4",12,1,0,0,1,2,4,-2,0,0.0
186,,SV Bergfried Leverkusen,7,"Bezirksliga, Staffel 1",10,1,0,0,1,2,4,-2,0,0.0
187,,VfR Hangelar,7,"Bezirksliga, Staffel 2",12,1,0,0,1,2,4,-2,0,0.0
188,,Kreuzauer SC,7,"Bezirksliga, Staffel 3",14,1,0,0,1,1,3,-2,0,0.0
189,,Rot-Weiß Merl,7,"Bezirksliga, Staffel 2",13,1,0,0,1,1,3,-2,0,0.0
190,,SC 09 Erkelenz,7,"Bezirksliga, Staffel 4",13,1,0,0,1,1,3,-2,0,0.0
191,,SV Eintracht Hohkeppel II,7,"Bezirksliga, Staffel 1",11,1,0,0,1,1,3,-2,0,0.0
192,,Schwarz-Weiß Köln,7,"Bezirksliga, Staffel 1",12,1,0,0,1,1,3,-2,0,0.0
193,,SpVg Rheindörfer Nord,7,"Bezirksliga, Staffel 1",13,1,0,0,1,1,3,-2,0,0.0
194,,1. FC Niederkassel,7,"Bezirksliga, Staffel 2",14,1,0,0,1,0,2,-2,0,0.0
195,,Alemannia Mariadorf,7,"Bezirksliga, Staffel 4",14,1,0,0,1,0,2,-2,0,0.0
196,,Rhenania Richterich,7,"Bezirksliga, Staffel 4",15,1,0,0,1,0,2,-2,0,0.0
197,,SG Dahlem-Schmidtheim,7,"Bezirksliga, Staffel 3",15,1,0,0,1,0,2,-2,0,0.0
198,,SV Rheidt,7,"Bezirksliga, Staffel 3",16,1,0,0,1,2,5,-3,0,0.0
199,,SpVg. Köln-Flittard,7,"Bezirksliga, Staffel 1",14,1,0,0,1,1,4,-3,0,0.0
200,,Deutz 05 II,7,"Bezirksliga, Staffel 1",15,1,0,0,1,1,5,-4,0,0.0
201,,SV Bergheim,7,"Bezirksliga, Staffel 2",15,1,0,0,1,0,4,-4,0,0.0
202,,TuS Lindlar,7,"Bezirksliga, Staffel 1",16,1,0,0,1,0,4,-4,0,0.0
203,,TV Konzen,7,"Bezirksliga, Staffel 4",16,1,0,0,1,1,7,-6,0,0.0
204,,SC Uckerath,7,"Bezirksliga, Staffel 2",16,1,0,0,1,0,7,-7,0,0.0
205,,SC Germania Geyen,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,1,1,1,0,0,10,1,9,3,3.0
206,,Gremberg-Humboldt I,8,Kreisliga A · Kreis Köln,1,1,1,0,0,9,2,7,3,3.0
207,,TuS Birk,8,Kreisliga A Staffel 1 · Kreis Sieg,1,1,1,0,0,7,0,7,3,3.0
208,,TuS Homburg-Bröltal,8,Kreisliga A · Kreis Berg,1,1,1,0,0,7,1,6,3,3.0
209,,SV Fortuna Müllekoven,8,Kreisliga A Staffel 1 · Kreis Sieg,2,1,1,0,0,6,0,6,3,3.0
210,,Spfr. Ippendorf,8,Kreisliga A · Kreis Bonn,1,1,1,0,0,6,0,6,3,3.0
211,,SC Jülich 1910/97/Hoengen e.V.,8,Kreisliga A · Kreis Düren,1,1,1,0,0,6,1,5,3,3.0
212,,TSV Weiß,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,2,1,1,0,0,6,1,5,3,3.0
213,,SC Kellersberg,8,Kreisliga A · Kreis Aachen,1,1,1,0,0,5,0,5,3,3.0
214,,SV Rott,8,Kreisliga A · Kreis Aachen,2,1,1,0,0,6,2,4,3,3.0
215,,SV Niederaußem,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,3,1,1,0,0,5,1,4,3,3.0
216,,BSV Roleber,8,Kreisliga A · Kreis Bonn,2,1,1,0,0,4,0,4,3,3.0
217,,Borussia Kalk I,8,Kreisliga A · Kreis Köln,2,1,1,0,0,4,0,4,3,3.0
218,,SC Germania Erftstadt-Lechenich,8,Kreisliga A · Kreis Euskirchen,1,1,1,0,0,4,0,4,3,3.0
219,,SC Selfkant,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",1,1,1,0,0,4,0,4,3,3.0
220,,Pulheimer SC,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,4,1,1,0,0,6,3,3,3,3.0
221,,Wahlscheider SV,8,Kreisliga A Staffel 1 · Kreis Sieg,3,1,1,0,0,6,3,3,3,3.0
222,,SC 1919 Merzenich,8,Kreisliga A · Kreis Düren,2,1,1,0,0,5,2,3,3,3.0
223,,TuS Immekeppel,8,Kreisliga A · Kreis Berg,2,1,1,0,0,5,2,3,3,3.0
224,,Poll I,8,Kreisliga A · Kreis Köln,3,1,1,0,0,4,1,3,3,3.0
225,,SG Flamersheim / Kirchheim,8,Kreisliga A · Kreis Euskirchen,2,1,1,0,0,4,1,3,3,3.0
226,,SV Beuel 06,8,Kreisliga A · Kreis Bonn,3,1,1,0,0,4,1,3,3,3.0
227,,SV Sötenich,8,Kreisliga A · Kreis Euskirchen,3,1,1,0,0,4,1,3,3,3.0
228,,TuS Lammersdorf,8,Kreisliga A · Kreis Aachen,3,1,1,0,0,4,1,3,3,3.0
229,,SC Berger Preuß,8,Kreisliga A · Kreis Aachen,4,1,1,0,0,3,0,3,3,3.0
230,,FC Kosova e.V.,8,Kreisliga A Staffel 1 · Kreis Sieg,4,1,1,0,0,4,2,2,3,3.0
231,,SV Altenberg,8,Kreisliga A · Kreis Berg,3,1,1,0,0,4,2,2,3,3.0
232,,SV Union Rösrath,8,Kreisliga A · Kreis Berg,4,1,1,0,0,4,2,2,3,3.0
233,,SV Wormersdorf,8,Kreisliga A · Kreis Bonn,4,1,1,0,0,4,2,2,3,3.0
234,,Zündorf I,8,Kreisliga A · Kreis Köln,4,1,1,0,0,4,2,2,3,3.0
235,,FC Dollendorf-Ripsdorf,8,Kreisliga A · Kreis Euskirchen,4,1,1,0,0,3,1,2,3,3.0
236,,FV Vaalserquartier,8,Kreisliga A · Kreis Aachen,5,1,1,0,0,3,1,2,3,3.0
237,,Hambacher Spielverein 1,8,Kreisliga A · Kreis Düren,3,1,1,0,0,3,1,2,3,3.0
238,,SV Ennert,8,Kreisliga A · Kreis Bonn,5,1,1,0,0,3,1,2,3,3.0
239,,SV Frauenberg,8,Kreisliga A · Kreis Euskirchen,5,1,1,0,0,3,1,2,3,3.0
240,,BC Oberzier,8,Kreisliga A · Kreis Düren,4,1,1,0,0,2,0,2,3,3.0
241,,SC Fortuna Bonn II,8,Kreisliga A · Kreis Bonn,6,1,1,0,0,2,0,2,3,3.0
242,,Eintracht Verlautenheide II,8,Kreisliga A · Kreis Aachen,6,1,1,0,0,5,4,1,3,3.0
243,,SV Grün-Weiß Welldorf-Güsten,8,Kreisliga A · Kreis Düren,5,1,1,0,0,5,4,1,3,3.0
244,,SSV Homburg-Nümbrecht II,8,Kreisliga A · Kreis Berg,5,1,1,0,0,4,3,1,3,3.0
245,,TuS Rheinland Dremmen,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",2,1,1,0,0,4,3,1,3,3.0
246,,FC Germania Rurich 1919 e.V.,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",3,1,1,0,0,3,2,1,3,3.0
247,,FC Union Schafhausen II,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",4,1,1,0,0,3,2,1,3,3.0
248,,SV Hertha Buschhoven,8,Kreisliga A · Kreis Bonn,7,1,1,0,0,3,2,1,3,3.0
249,,SV Viktoria Rot Weiß Waldenrath/Straeten,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",5,1,1,0,0,3,2,1,3,3.0
250,,Bedburger BV,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,5,1,1,0,0,2,1,1,3,3.0
251,,FC Viktoria Manheim,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,6,1,1,0,0,2,1,1,3,3.0
252,,FSV Neunkirchen-Seelscheid II,8,Kreisliga A Staffel 1 · Kreis Sieg,5,1,1,0,0,2,1,1,3,3.0
253,,Hilal-Maroc Bergheim,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,7,1,1,0,0,2,1,1,3,3.0
254,,SV 1910 Brachelen,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",6,1,1,0,0,2,1,1,3,3.0
255,,SV Golkrath,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",7,1,1,0,0,2,1,1,3,3.0
256,,SV Klinkum,8,"Kreisliga A, Staffel 1 · Kreis Heinsberg",8,1,1,0,0,2,1,1,3,3.0
257,,SV Siersdorf,8,Kreisliga A · Kreis Düren,6,1,1,0,0,2,1,1,3,3.0
258,,SV Vorgebirge,8,Kreisliga A · Kreis Bonn,8,1,1,0,0,2,1,1,3,3.0
259,,TFC Köln I,8,Kreisliga A · Kreis Köln,5,1,1,0,0,2,1,1,3,3.0
260,,Viktoria Gruhlwerk 1,8,Kreisliga A Staffel 1 · Kreis Rhein-Erft,8,1,1,0,0,2,1,1,3,3.0
261,,Lindlar II,8,Kreisliga A · Kreis Berg,6,1,1,0,0,1,0,1,3,3.0
262,,SSV Bergneustadt,8,Kreisliga A · Kreis Berg,7,1,1,0,0,1,0,1,3,3.0
263,,SSV Weilerswist,8,Kreisliga A · Kreis Euskirchen,6,1,1,0,0,1,0,1,3,3.0
264,,SV Breinig Breinigerberg II,8,Kreisliga A · Kreis Aachen,7,1,1,0,0,1,0,1,3,3.0
