rang_bundesweit,verein,verband,gebiet,ligastufe,spielklasse,staffel,staffel_id,platz_in_staffel,spiele,siege,unentschieden,niederlagen,tore,gegentore,tordifferenz,punkte,punkte_pro_spiel,rangaenderung_vorwoche,quelle
594,HC Grossenhain,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer,13101,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
595,HC Heeren-Werve E.V.,Handballkreis Hellweg,Handballkreis Hellweg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Männer Bezirksliga HKH,12662,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
596,HC Koblenz III,Rhein/Westerwald,Rhein/Westerwald,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Rhein/Westerwald,13124,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
597,HC Sterkrade 75,HK Rhein-Ruhr,HK Rhein-Ruhr,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,REGIONSOBERLIGA MÄNNER,12778,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
598,HC TV Rhede II,HK Wesel,HK Wesel,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer,13063,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
599,HC Treia/Jübek II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Nord,12961,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
600,HC Weiden IV,HK Aachen-Düren,HK Aachen-Düren,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga,14717,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
601,HG Hamburg-Barmbek IV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 4 (134),13436,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
602,HG Hamburg-Barmbek IV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Staffel 3 (133),13437,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
603,HG Hamburg-Barmbek IV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Staffel 3 (133),13437,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
604,HG Kaarst / Büttgen,HK Krefeld-Grenzland,HK Krefeld-Grenzland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,BOL Männer,15673,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
605,HGV Hürth-Gleuel,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
606,HSC Haltern-Sythen 2,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Ruhrgebiet,14338,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
607,HSC IGEL II,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Mosel/Eifel-Nahe/Hunsrück,14543,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
608,HSC Ingelheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,M-BOL 1,12482,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
609,HSG AM Hallo Essen 2.M,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Nord- BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16926,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
610,HSG Ascheberg/Drensteinfurt 1.Herren,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Männer,13224,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
611,HSG Bergedorf/Vm II,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 4 (134),13436,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
612,HSG Duisburg-Süd Senioren,HK Rhein-Ruhr,HK Rhein-Ruhr,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,REGIONSOBERLIGA MÄNNER,12778,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
613,HSG Elbvororte 3,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 1 (131),13431,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
614,HSG Freiberg III,HR Südwestsachsen,HR Südwestsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Südwestsachsen,12709,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
615,HSG Geislar-Oberkassel II,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer,12899,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
616,HSG Gevelsberg Silschede 2,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Ruhrgebiet,14338,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
617,HSG Hald/Mehrh/Isselb,HK Wesel,HK Wesel,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer,13063,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
618,HSG Hattingen-Sprockhövel 2,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Ruhrgebiet,14338,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
619,HSG Herdecke/Ende II,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,14340,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
620,HSG Hiesfeld/Aldenrade III,HK Wesel,HK Wesel,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer,13063,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
621,HSG Hohenlimburg,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
622,HSG Horchheim/Lahnstein,Rhein/Westerwald,Rhein/Westerwald,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Rhein/Westerwald,13124,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
623,HSG Hunsrück III,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Mosel/Eifel-Nahe/Hunsrück,14543,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
624,HSG Kastellaun-Simmern III,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Mosel/Eifel-Nahe/Hunsrück,14543,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
625,HSG Lüdenscheid,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
626,HSG Marienheide/Müllenbach,HK Oberberg,HK Oberberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Oberberg,12955,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
627,HSG Merkstein II,HK Aachen-Düren,HK Aachen-Düren,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga,14717,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
628,HSG Mönkeberg-Schönkirchen III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Ost,12962,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
629,HSG NRG 2025,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Männer,13224,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
630,HSG Obere Nahe,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Mosel/Eifel-Nahe/Hunsrück,14543,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
631,HSG Ostsee Neustadt/Grömitz II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Süd,12964,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
632,HSG Pinnau II,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 1 (131),13431,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
633,HSG Preussen/Bor. Münster,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Männer,13224,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
634,HSG Rade/Herbeck,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Süd - BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16008,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
635,HSG Re/Oe,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Ruhrgebiet,14338,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
636,HSG Refrath/Hand III,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
637,HSG Römerwall II,Rhein/Westerwald,Rhein/Westerwald,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Rhein/Westerwald,13124,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
638,HSG Siebengebirge-Thomasberg III,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer,12899,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
639,HSG Sieg H1,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer,12899,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
640,HSG Siegerland,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
641,HSG Störtal Hummeln,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer West,12963,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
642,HSG Südtondern,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Nord,12961,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
643,HSG Tecklenburger LAND II,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Männer,13224,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
644,HSG Tills Löwen 08 II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Süd,12964,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
645,HSG Velbert/Heiligenhaus,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Nord- BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16926,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
646,HSG Veruka II,HK Rhein-Ruhr,HK Rhein-Ruhr,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,REGIONSOBERLIGA MÄNNER,12778,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
647,HSG Westerwald,Rhein/Westerwald,Rhein/Westerwald,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Rhein/Westerwald,13124,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
648,HSG Wetter Grundschöttel,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,14340,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
649,HSG Wittlich II,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Mosel/Eifel-Nahe/Hunsrück,14543,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
650,HSV 1923 Pulsnitz II,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
651,HSV Alzey,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,M-BOL 1,12482,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
652,HSV Bocklemünd,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
653,HSV Dresden II,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer,13101,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
654,HSV Frechen II,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
655,HSV Herbede,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Ruhrgebiet,14338,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
656,HSV Mölkau - Die Haie,HR Leipzig,HR Leipzig,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Leipzig,13114,1,0,0,0,0,0,0,0,0,0.0,,fussball.de
657,HSV Rhein-Nette II,Rhein/Westerwald,Rhein/Westerwald,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Rhein/Westerwald,13124,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
658,HSV Sobernheim H1,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,M-BOL 1,12482,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
659,HSV Solingen-Gräfrath 76 e.V.,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Süd - BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16008,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
660,HSV Weinböhla II,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer,13101,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
661,HSV Werdohl/Versetal 1972 E.V.,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
662,HT Norderstedt IV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 2 (132),13433,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
663,HTS/BW96 Handball IV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Staffel 3 (133),13437,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
664,HTV Hemer II,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
665,HV BöHLEN,HR Leipzig,HR Leipzig,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Leipzig,13114,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
666,HV Erftstadt,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer,12899,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
667,HV Grüna,HR Südwestsachsen,HR Südwestsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Südwestsachsen,12709,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
668,HVE Villigst-Ergste II,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,14340,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
669,HVH Kamenz,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,2,0,0,0,0,0,0,0,0,0.0,,fussball.de
670,HVO Cunewalde II,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
671,Hammer SC 2008 e.V.,Handballkreis Hellweg,Handballkreis Hellweg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Männer Bezirksliga HKH,12662,3,0,0,0,0,0,0,0,0,0.0,,fussball.de
672,Heikendorfer SV,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Ost,12962,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
673,Hildener Wölfe 1m,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Süd - BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16008,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
674,Hts/Bw96 Handball II,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 2 (132),13433,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
675,Hts/Bw96 Handball III,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 1 (131),13431,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
676,Kaller SC 1922,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer,12899,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
677,Kevelaerer SV,HK Wesel,HK Wesel,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer,13063,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
678,Koweg Görlitz II,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
679,LOK Schleife,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
680,Letmather TV 1877 e.V. I,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
681,Longericher SC III,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
682,Luchse Düsseldorf,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Nord- BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16926,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
683,MSG Mundenheim/Rheingönheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,M-BOL 2,12483,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
684,MSV Duisburg Handball,HK Rhein-Ruhr,HK Rhein-Ruhr,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,REGIONSOBERLIGA MÄNNER,12778,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
685,MTV Dänischenhagen II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Ost,12962,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
686,MTV Herzhorn II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer West,12963,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
687,MTV KÖLN 1850 III,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
688,MTV Rheinw Dinslaken II,HK Wesel,HK Wesel,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer,13063,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
689,Medizin BAD Gottleuba,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer,13101,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
690,NSV Gelb-Weiss Görlitz,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
691,Niederbergischer HC,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Nord- BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16926,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
692,Niendorfer TSV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 2 (132),13433,5,0,0,0,0,0,0,0,0,0.0,,fussball.de
693,Ohligser TV 2,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Süd - BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16008,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
694,Olympia Fischeln,HK Krefeld-Grenzland,HK Krefeld-Grenzland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,BOL Männer,15673,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
695,Polizei SV KÖLN II,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
696,Pulheimer SC II,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Männer · HK Köln-Rheinberg,12887,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
697,RSV Altenbögge-Bönen 1951 e.V. 2. Herren,Handballkreis Hellweg,Handballkreis Hellweg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Männer Bezirksliga HKH,12662,4,0,0,0,0,0,0,0,0,0.0,,fussball.de
698,Radeberger SV II,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
699,Radebeuler HV II,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer,13101,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
700,Rellinger TV III,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 2 (132),13433,6,0,0,0,0,0,0,0,0,0.0,,fussball.de
701,Rellinger TV IV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 1 (131),13431,7,0,0,0,0,0,0,0,0,0.0,,fussball.de
702,Rot-Weiss Sagar,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,8,0,0,0,0,0,0,0,0,0.0,,fussball.de
